BE Number,BE Date,HSN CODE,Product Description,IEC,Indian Company,ADDRESS1,CITY,Pin Code,Indian Port,MODE,Foreign Company,Supplier_Address,Shipment_Port_Code,Shipment_Port,Foreign Country,Quantity,UQC,Invoice_Unit_Price_FOREIGN CURRENCY,Total assess value in Foreign currency,INVOICE_CURRENCY,Unit_Price in INR,Amount (INR),Total_Duty_Paid,CHA_Number,CHA_Name,BE_Type
3274425,11/12/2022,29336990,CYANURIC CHLORIDE 99.5% MIN.,0888017031,JAY CHEMICAL INDUSTRIES PRIVATE LIMITED,JAY HOUSE PANCHWATI CIRCLE  AMBAWADI Contact No: 919099944187,AHMEDABAD,380006,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,"YNNOVATE SANZHENG (YINGKOU) FINE CHEMICALS CO.,LTD",NA,NA,NA,CHINA,"15,000",KGS,3,"49,500",USD,277,"4,148,100","839,368",NA,NA,House Consumption
3274548,11/12/2022,29336990,CYANURIC CHLORIDE,0888017031,JAY CHEMICAL INDUSTRIES PRIVATE LIMITED,JAY HOUSE PANCHWATI CIRCLE  AMBAWADI Contact No: 919099944187,AHMEDABAD,380006,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,"HEBEI SHANLI CHEMICAL CO., LTD.",NA,NA,NA,CHINA,"18,000",KGS,3,"58,500",USD,272,"4,902,300","991,981",NA,NA,House Consumption
3275244,11/12/2022,29336910,CYANURIC CHLORIDE,0393062228,SHREE CHAKRA ORGANICS PRIVATE LIMITED,"A/7, VIRAL APARTMENTS,  50, S.V. ROAD, ANDHERI (W)","MUMBAI         ,MAHARASHTRA",400058,NHAVA SHEVA SEA (INNSA1),SEA,M/S. HINDPRAKASH INDUSTRIES FZE,NA,NA,NA,CHINA,"15,000",KGS,4,"52,500",USD,293,"4,399,500","1,220,201",NA,NA,House Consumption
3294212,11/14/2022,29336990,CYANURIC CHLORIDE,AABCA2919G,HINDPRAKASH CHEMICALS PRIVATE LIMITED,101 HINDPRAKASH HOUSE PLOT 10-6  VATVA AHMEDABAD 382445,AHMEDABAD,382445,AHEMDABAD ICD (INSBI6),ICD,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"15,000",KGS,4,"53,250",USD,297,"4,462,350","902,957",NA,NA,House Consumption
3295359,11/14/2022,29336910,CYANURIC CHLORIDE,0388000180,BENZO CHEM INDUSTRIES PVT LTD,"26/28-A, CAWASJI PATEL STREET,  FORT,",MUMBAI,400001,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD.",NA,NA,NA,CHINA,"9,000",KGS,4,"33,750",USD,314,"2,828,250",0,NA,NA,House Consumption
3299133,11/14/2022,29336990,CYANURIC CHLORIDE,0800001354,JAGSON COLORCHEM LIMITED,5601-4  PHASE - II  GIDC VATVA Contact No: 919712144400,AHMEDABAD,382445,AHEMDABAD ICD (INSBI6),ICD,DALIAN CHEM IMP. & EXP. GROUP CO.LTD.,NA,NA,NA,CHINA,"9,000",KGS,4,"31,860",USD,303,"2,723,265",0,NA,NA,House Consumption
3304111,11/15/2022,29336990,CYANURIC CHLORIDE,0896009025,KIRI INDUSTRIES LIMITED,"7TH FLOOR,HASUBHAI CHAMBER, OPP-,T  OWN HALL, ELLISBRIDGE","AHMEDABAD,GUJARAT",380006,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH TRADELINK PVT LTD (RAKFTZ BRANCH),NA,NA,NA,CHINA,"15,000",KGS,4,"53,250",USD,297,"4,462,350",0,NA,NA,House Consumption
3306126,11/15/2022,29336990,CYANURIC CHLORIDE,0388046295,DEEPAK NITRITE LIMITED,AADITYA-1  CHHANI ROAD Contact No: 91987953404,VADODARA,390024,HAZIRA PORT SURAT (INHZA1),SEA,HEBEI SHANLI CHEMICAL CO LTD.,NA,NA,NA,CHINA,100,MT,"3,190","319,000",USD,"267,322","26,732,200","5,409,261",NA,NA,House Consumption
3306226,11/15/2022,29336990,CYANURIC CHLORIDE,0803011202,SUDEEP INDUSTRIES,"87/B, GIDC ESTATE, AMBICA NAGAR,RO  AD, ODHAV,","AHMEDABAD GUJARAT INDIA,GUJARAT",382415,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH INDUSTRIES FZE,NA,NA,NA,CHINA,"15,000",KGS,4,"56,250",USD,314,"4,713,750","953,827",NA,NA,House Consumption
3309370,11/15/2022,29336990,CYANURIC CHLORIDE,0895006367,EVERGREEN INDUSTRIES,"C-1B, 90/14, 90/13.  PHASE-I GIDC E  B/H BANK OF INDIA VATVA,",AHMEDABAD,382445,AHEMDABAD ICD (INSBI6),ICD,"DALIAN CHEM IMP. & EXP. GROUP CO., LTD.",NA,NA,NA,CHINA,"1,163",KGS,4,"4,117",USD,303,"351,906",0,NA,NA,House Consumption
3309370,11/15/2022,29336990,CYANURIC CHLORIDE,0895006367,EVERGREEN INDUSTRIES,"C-1B, 90/14, 90/13.  PHASE-I GIDC E  B/H BANK OF INDIA VATVA,",AHMEDABAD,382445,AHEMDABAD ICD (INSBI6),ICD,"DALIAN CHEM IMP. & EXP. GROUP CO., LTD.",NA,NA,NA,CHINA,"1,970",KGS,4,"6,974",USD,303,"596,093",0,NA,NA,House Consumption
3309370,11/15/2022,29336990,CYANURIC CHLORIDE,0895006367,EVERGREEN INDUSTRIES,"C-1B, 90/14, 90/13.  PHASE-I GIDC E  B/H BANK OF INDIA VATVA,",AHMEDABAD,382445,AHEMDABAD ICD (INSBI6),ICD,"DALIAN CHEM IMP. & EXP. GROUP CO., LTD.",NA,NA,NA,CHINA,"2,028",KGS,4,"7,179",USD,303,"613,642",0,NA,NA,House Consumption
3309370,11/15/2022,29336990,CYANURIC CHLORIDE,0895006367,EVERGREEN INDUSTRIES,"C-1B, 90/14, 90/13.  PHASE-I GIDC E  B/H BANK OF INDIA VATVA,",AHMEDABAD,382445,AHEMDABAD ICD (INSBI6),ICD,"DALIAN CHEM IMP. & EXP. GROUP CO., LTD.",NA,NA,NA,CHINA,"3,839",KGS,4,"13,590",USD,303,"1,161,624","235,055",NA,NA,House Consumption
3321410,11/16/2022,29336910,CYANURIC CHLORIDE,0508083281,CLARIANT INDIA LIMITED,"RELIABLE TECH PARK, GUT NO. 31,,VI  LLAGE EITHAN, AIROLI,OFF-THANE-","NAVI MUMBAI,MAHARASHTRA",400708,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"5,000",KGS,4,"21,000",USD,352,"1,759,800","488,081",NA,NA,House Consumption
3323307,11/16/2022,29336990,CYANURIC CHLORIDE,3499002621,GULBRANDSEN PRIVATE LIMITED,"ON COASTAL HIGHWAY  VILL.MUJPUR, TAL. PADRA, Contact No",DIST VADODARA,391440,NHAVA SHEVA SEA (INNSA1),SEA,HEBEI CHENGXIN CO LTD,NA,NA,NA,CHINA,11,MT,"3,350","37,688",USD,"280,730","3,158,213","615,378",NA,NA,House Consumption
3334441,11/17/2022,29336910,CYANURIC CHLORIDE AS (CYANURIC ACID SALT) (QTY: 150 BAGS),0697002110,RSPL LIMITED,"PLOT NO 119 120 121 PART BLOCK,P A  ND T KALPI ROAD FAZALGANJ","KANPUR,UTTAR PRADESH",208012,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"45,000",KGS,3,"143,550",USD,267,"12,032,023","3,337,082",NA,NA,House Consumption
3348528,11/17/2022,29336990,"CYANURIC CHLORIDE QUAL.F (2,4,6- TRICHLORO-1,3,5-TRIAZINE)",0398002347,EVONIK INDIA PRIVATE LIMITED,KRISLON HOUSE SAKI VIHAR ROAD  SAKI NAKA ANDHERI EAST,MUMBAI,400072,NHAVA SHEVA SEA (INNSA1),SEA,Evonik Operations GmbH,NA,NA,NA,GERMANY,"15,000",KGS,3,"45,000",EUR,249,"3,737,250","756,233",NA,NA,X-Bond Shipment
3352317,11/18/2022,29336910,CYANURIC CHLORIDE QUAL F,0388026049,ESKAY DYESTUFFS AND ORGANIC CHEMICALS PVT LTD,"2ND FLOOR, 22D WADIA BUILDINGS,  S A BRELVI ROAD, FORT,",MUMBAI,400001,NHAVA SHEVA SEA (INNSA1),SEA,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,"15,000",KGS,3,"45,000",EUR,264,"3,958,875","1,097,994",NA,NA,House Consumption
3352970,11/18/2022,29336910,CYANURIC CHLORIDE QUAL F,0388026049,ESKAY DYESTUFFS AND ORGANIC CHEMICALS PVT LTD,"2ND FLOOR, 22D WADIA BUILDINGS,  S A BRELVI ROAD, FORT,",MUMBAI,400001,NHAVA SHEVA SEA (INNSA1),SEA,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,"15,000",KGS,3,"45,000",EUR,264,"3,958,875","1,097,994",NA,NA,House Consumption
3353396,11/18/2022,29336910,CYANURIC CHLORIDE QUAL F,0388026049,ESKAY DYESTUFFS AND ORGANIC CHEMICALS PVT LTD,"2ND FLOOR, 22D WADIA BUILDINGS,  S A BRELVI ROAD, FORT,",MUMBAI,400001,NHAVA SHEVA SEA (INNSA1),SEA,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,"15,000",KGS,3,"45,000",EUR,264,"3,958,875","1,097,994",NA,NA,House Consumption
3354112,11/18/2022,29336990,CYANURIC CHLORIDE,0898002168,KHYATI CHEMICALS PVT LTD,"201-203, THE ONE42 BUILDING, 2ND FL  OPP. JAYANTILAL PARK BRTS, AMBALI-B",AHMEDABAD,380058,AHEMDABAD ICD (INSBI6),ICD,"HEBEI SHANLI CHEMICAL CO.,LTD.",NA,NA,NA,CHINA,"30,000",KGS,3,"95,700",USD,263,"7,904,820","2,192,402",NA,NA,Warehouse Shipment
3372835,11/19/2022,29336910,CYANURIC CHLORIDE 99.5 PCT MIN,0893016012,MEGHMANI INDUSTRIES LIMITED,"PLOT NO 25,26A,26B & 27 PHASE I,,G  IDC INDUSTRIAL ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,YNNOVATE SANZHENG (YINGKOU) FINE CH,NA,NA,NA,CHINA,"35,000",KGS,4,"129,500",USD,298,"10,424,750","2,109,448",NA,NA,X-Bond Shipment
3374195,11/19/2022,29336990,CYANURIC CHLORIDE,0888017031,JAY CHEMICAL INDUSTRIES PRIVATE LIMITED,JAY HOUSE PANCHWATI CIRCLE  AMBAWADI Contact No: 919099944187,AHMEDABAD,380006,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,"HEBEI SHANLI CHEMICAL CO., LTD.",NA,NA,NA,CHINA,"18,000",KGS,3,"58,500",USD,268,"4,832,100","977,776",NA,NA,House Consumption
3377340,11/19/2022,29336910,CYANURIC CHLORIDE,2596000130,PONDY AGRO CHEMICALS PVT.LTD.,"MATHUR ROAD,,PERIAKALAPET","PONDICHERRY,PUDUCHERRY",605014,CHENNAI SEA (INMAA1),SEA,"YNNOVATE SANZHENG (YINGKOU)FINE CHEMICALS CO.,LTD,",NA,NA,NA,CHINA,14,MT,"3,400","47,600",USD,"287,936","4,031,100","1,118,026",NA,NA,House Consumption
3384345,11/19/2022,29336990,CYANURIC CHLORIDE (NOT INTENDED FOR FOOD USE) (NOT FOR MEDICINE USE),0396047262,LAKHANI DYESTUFFS PRIVATE LIMITED,"306 FLYING COLOURS  NEAR MULUND,CH  ECK NAKA  D U  MARG  MULUND WEST","MUMBAI,MAHARASHTRA",400080,NHAVA SHEVA SEA (INNSA1),SEA,HINDPRAKASH INDUSTRIES FZE,NA,NA,NA,CHINA,"15,000",KGS,4,"52,500",USD,289,"4,336,500","877,491",NA,NA,House Consumption
3398270,11/21/2022,29336990,CYANURIC CHLORIDE 99.3 % MIN ( INDUSTRIAL GRADE),0813009022,J.D.CHEM INDUSTRIES,"22/1 , PHASE- II ,GIDC , VATVA ,  AHMEDABAD","AHMEDABAD , GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,WEIFANG ZHONGYING CHEMICALS.CO.LTD,NA,NA,NA,CHINA,"13,000",KGS,3,"42,900",USD,285,"3,705,000","1,027,582",NA,NA,House Consumption
3404842,11/21/2022,29336990,CYANURIC CHLORIDE 99.5% MIN,0809014734,ANAR MCAT ADVANCED ELECTRONIC CHEMICALS PRIVATE LI,"CHITRAKOOT OPP C N VIDALAYA,BH SHA  KUNTAL COMPLEX AMBAWADI","AHMEDABAD,GUJARAT",380006,MUNDRA SEA (INMUN1),SEA,HIGH HOPE INTL GROUP JIANGSU CHAMPION HOLDINGS LIM,NA,NA,NA,CHINA,"6,750",KGS,5,"31,050",USD,354,"2,387,745",0,NA,NA,X-Bond Shipment
3392524,11/21/2022,29336910,CYANURIC CHLORIDE QUAL F,0388026049,ESKAY DYESTUFFS AND ORGANIC CHEMICALS PVT LTD,"2ND FLOOR, 22D WADIA BUILDINGS,  S A BRELVI ROAD, FORT,",MUMBAI,400001,NHAVA SHEVA SEA (INNSA1),SEA,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,"15,000",KGS,3,"45,000",EUR,264,"3,958,875","1,097,994",NA,NA,House Consumption
3393669,11/21/2022,29336990,CYANURIC CHLORIDE AS PER INV,0894010948,ADITYA SYNTHETIC,"PLOT NO.411/12,  J.K. POLYWOOD COMP  OPP. LUCKY OIL MILLS, GIDC, NARODA,",NARODA DIST AHMEDABAD,382330,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH INDUSTRIES FZE,NA,NA,NA,CHINA,"18,600",KGS,4,"66,960",USD,297,"5,530,896","1,119,177",NA,NA,House Consumption
3415856,11/22/2022,29336910,CYANURIC CHLORIDE 99.5 PCT MIN,0815908156,MEGHMANI DYES AND INTERMEDIATES LLP,"PLOT NO 96 97 98 99 100A 102 103,P  HASE II GIDC IND ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,YNNOVATE SANZHENG (YINGKOU) FINE CH,NA,NA,NA,CHINA,"52,500",KGS,4,"194,250",USD,297,"15,617,700","3,160,242",NA,NA,X-Bond Shipment
3415133,11/22/2022,29336990,CYANURIC CHLORIDE,0811004481,SAHJANAND ENTERPRISE,"PLOT NO. 434, PHASE II, GIDC ESTATE  VATVA,",AHMEDABAD,382445,AHEMDABAD ICD (INSBI6),ICD,"HEBEI SHANLI CHEMICAL CO.,LTD",NA,NA,NA,CHINA,"15,000",KGS,3,"51,000",USD,294,"4,410,000","1,223,114",NA,NA,House Consumption
3415301,11/22/2022,29336990,CYANURIC CHLORIDE,0801004799,PASUPATI INDUSTRIES,"169,/1/A GIDC , PHASE I,  NARODA,",AHMEDABAD,382330,AHEMDABAD ICD (INSBI6),ICD,"HEBEI SHANLI CHEMICAL CO.,LTD",NA,NA,NA,CHINA,"15,000",KGS,3,"51,000",USD,281,"4,212,600","852,420",NA,NA,House Consumption
3416553,11/22/2022,29336990,CYANURIC CHLORIDE.,0301070075,INNOVASSYNTH TECHNOLOGIES (INDIA ) LIMITED,"OLD MUMBAI PUNE HIGHWAY, KHOPOLI,,  DIST. RAIGAD","KHOPOLI,MAHARASHTRA",410203,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI CHENGXIN CO., LTD",NA,NA,NA,CHINA,"16,000",KGS,4,"57,280",USD,296,"4,731,328","921,899",NA,NA,House Consumption
3418985,11/22/2022,29336910,CYANURIC CHLORIDE AS (CYANURIC ACID SALT) (QTY: 90 BAGS),0697002110,RSPL LIMITED,"PLOT NO 119 120 121 PART BLOCK,P A  ND T KALPI ROAD FAZALGANJ","KANPUR,UTTAR PRADESH",208012,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"45,000",KGS,3,"143,550",USD,264,"11,859,763","3,289,305",NA,NA,House Consumption
3420395,11/22/2022,29336990,CYANURIC CHLORIDE,0898002168,KHYATI CHEMICALS PVT LTD,"201-203, THE ONE42 BUILDING, 2ND FL  OPP. JAYANTILAL PARK BRTS, AMBALI-B",AHMEDABAD,380058,AHEMDABAD ICD (INSBI6),ICD,"HEBEI SHANLI CHEMICAL CO.,LTD",NA,NA,NA,CHINA,"30,000",KGS,4,"107,400",USD,286,"8,581,260","1,672,059",NA,NA,X-Bond Shipment
3433458,11/23/2022,29336990,CYANURIC CHLORIDE,0388046295,DEEPAK NITRITE LIMITED,AADITYA-1  CHHANI ROAD Contact No: 91987953404,VADODARA,390024,HAZIRA PORT SURAT (INHZA1),SEA,HEBEI SHANLI CHEMICAL CO LTD.,NA,NA,NA,CHINA,100,MT,"3,190","319,000",USD,"263,494","26,349,400","5,331,801",NA,NA,House Consumption
3434076,11/23/2022,29336990,CYANURIC CHLORIDE,0508083281,CLARIANT INDIA LIMITED,"RELIABLE TECH PARK, GUT NO. 31,,VI  LLAGE EITHAN, AIROLI,OFF-THANE-","NAVI MUMBAI,MAHARASHTRA",400708,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"5,000",KGS,4,"21,000",USD,347,"1,734,600","337,987",NA,NA,House Consumption
3439989,11/23/2022,29336910,CYANURIC CHLORIDE (INDUSTRIAL GRADE),0891015884,GSP CROP SCIENCE PRIVATE LIMITED,"404 , LALITA COMPLEX , 352/3,RASAL  A ROAD , NAVRANGPURA","AHMEDABAD,GUJARAT",380009,NHAVA SHEVA SEA (INNSA1),SEA,"WEIFANG ZHONGYING CHEMICAL CO., LTD",NA,NA,NA,CHINA,"26,000",KGS,3,"79,300",USD,252,"6,550,180","1,325,429",NA,NA,House Consumption
3441716,11/24/2022,29336910,CYANURIC CHLORIDE 99.5PCT MIN,0893016012,MEGHMANI INDUSTRIES LIMITED,"PLOT NO 25,26A,26B & 27 PHASE I,,G  IDC INDUSTRIAL ESTATE VATVA","AHMEDABAD,GUJARAT",382445,NHAVA SHEVA SEA (INNSA1),SEA,YNNOVATE SANZHENG (YINGKOU) FINE CH,NA,NA,NA,CHINA,"40,000",KGS,3,"124,000",USD,256,"10,242,400","2,072,550",NA,NA,House Consumption
3444851,11/24/2022,29336910,CYANURIC CHLORIDE 99.5PCT MIN,0893016012,MEGHMANI INDUSTRIES LIMITED,"PLOT NO 25,26A,26B & 27 PHASE I,,G  IDC INDUSTRIAL ESTATE VATVA","AHMEDABAD,GUJARAT",382445,NHAVA SHEVA SEA (INNSA1),SEA,YNNOVATE SANZHENG (YINGKOU) FINE CH,NA,NA,NA,CHINA,"40,000",KGS,3,"124,000",USD,256,"10,242,400","2,072,550",NA,NA,House Consumption
3447099,11/24/2022,29336910,CYANURIC CHLORIDE 99.5 PCT MIN,0815908156,MEGHMANI DYES AND INTERMEDIATES LLP,"PLOT NO 96 97 98 99 100A 102 103,P  HASE II GIDC IND ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,YNNOVATE SANZHENG (YINGKOU) FINE CH,NA,NA,NA,CHINA,"36,000",KGS,4,"133,200",USD,298,"10,722,600","2,169,718",NA,NA,X-Bond Shipment
3444505,11/24/2022,29336990,CYANURIC CHLORIDE (INDUSTRIAL GRADE),0399017836,ALLIANCE,"102, LABH SARITA,OPP.MANEK  NAGAR,  M.G. ROAD, KANDIVALI(W),","MUMBAI,MAHARASHTRA",400067,NHAVA SHEVA SEA (INNSA1),SEA,"WEIFANG ZHONGYING CHEMICAL CO.,LTD",NA,NA,NA,CHINA,13,MT,"3,100","40,300",USD,"256,060","3,328,780","673,579",NA,NA,House Consumption
3447228,11/24/2022,29336990,CYANURIC CHLORIDE,0816921687,DEV COLOURS,"PLOT NO C1 412/4,VATVA GIDC OPP BH  AGWATI RUBBER","AHMEDABAD,GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,DALIAN CHEM IMP. & EXP. GROUP CO.LTD.,NA,NA,NA,CHINA,"18,000",KGS,3,"62,100",USD,296,"5,328,000","1,477,721",NA,NA,House Consumption
3447970,11/24/2022,29336990,CYANURIC CHLORIDE,0388046295,DEEPAK NITRITE LIMITED,AADITYA-1  CHHANI ROAD Contact No: 91987953404,VADODARA,390024,NHAVA SHEVA SEA (INNSA1),SEA,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,20,MT,"3,000","60,000",EUR,"263,925","5,278,500","1,068,105",NA,NA,House Consumption
3453264,11/24/2022,29336990,CYANURIC CHLORIDE,0898001641,AMTEX DYECHEM INDUSTRIES,"PLOT NO. 280- 281-282, OPP. VATVA,  RAILWAY STATION, GIDC, PHASE II, VA","AHMEDABAD,GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH INDUSTRIES FZE,NA,NA,NA,CHINA,"2,749",KGS,4,"9,895",USD,297,"817,294","165,379",NA,NA,House Consumption
3453264,11/24/2022,29336990,CYANURIC CHLORIDE,0898001641,AMTEX DYECHEM INDUSTRIES,"PLOT NO. 280- 281-282, OPP. VATVA,  RAILWAY STATION, GIDC, PHASE II, VA","AHMEDABAD,GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH INDUSTRIES FZE,NA,NA,NA,CHINA,"12,252",KGS,4,"44,105",USD,297,"3,643,106","1,010,416",NA,NA,House Consumption
3454376,11/24/2022,29336990,CYANURIC CHLORIDE,AABCA2919G,HINDPRAKASH CHEMICALS PRIVATE LIMITED,101 HINDPRAKASH HOUSE PLOT 10-6  VATVA AHMEDABAD 382445,AHMEDABAD,382445,AHEMDABAD ICD (INSBI6),ICD,DALIAN CHEM IMP & EXP GROUP CO. LTD.,NA,NA,NA,CHINA,"18,000",KGS,3,"58,680",USD,269,"4,846,968","980,784",NA,NA,House Consumption
3460416,11/25/2022,29336910,CYANURIC CHLORIDE 99.5PCT MIN,0893016012,MEGHMANI INDUSTRIES LIMITED,"PLOT NO 25,26A,26B & 27 PHASE I,,G  IDC INDUSTRIAL ESTATE VATVA","AHMEDABAD,GUJARAT",382445,NHAVA SHEVA SEA (INNSA1),SEA,YNNOVATE SANZHENG (YINGKOU) FINE CH,NA,NA,NA,CHINA,"40,000",KGS,3,"124,000",USD,256,"10,242,400","2,072,550",NA,NA,House Consumption
3462122,11/25/2022,29336910,CYANURIC CHLORIDE 99.5PCT MIN,0893016012,MEGHMANI INDUSTRIES LIMITED,"PLOT NO 25,26A,26B & 27 PHASE I,,G  IDC INDUSTRIAL ESTATE VATVA","AHMEDABAD,GUJARAT",382445,NHAVA SHEVA SEA (INNSA1),SEA,YNNOVATE SANZHENG (YINGKOU) FINE CH,NA,NA,NA,CHINA,"40,000",KGS,3,"124,000",USD,256,"10,242,400","2,840,730",NA,NA,Warehouse Shipment
3462151,11/25/2022,29336910,CYANURIC CHLORIDE 99.5PCT MIN,0893016012,MEGHMANI INDUSTRIES LIMITED,"PLOT NO 25,26A,26B & 27 PHASE I,,G  IDC INDUSTRIAL ESTATE VATVA","AHMEDABAD,GUJARAT",382445,NHAVA SHEVA SEA (INNSA1),SEA,YNNOVATE SANZHENG (YINGKOU) FINE CH,NA,NA,NA,CHINA,"40,000",KGS,3,"124,000",USD,256,"10,242,400","2,840,730",NA,NA,House Consumption
3462771,11/25/2022,29336910,CYANURIC ACID GRANULES,0200000829,SALTS AND CHEMICALS PVT LTD,"P.O.SUGANDHA,,","HOOGHLY,WEST BENGAL",712102,KOLKATA SEA (INCCU1),SEA,"LEVACHEM CO., LIMITED",NA,NA,NA,CHINA,"14,000",KGS,1,"15,400",USD,91,"1,272,040","257,397",NA,NA,House Consumption
3463646,11/25/2022,29336990,CYANURIC CHLORIDE,AABCA2919G,HINDPRAKASH CHEMICALS PRIVATE LIMITED,101 HINDPRAKASH HOUSE PLOT 10-6  VATVA AHMEDABAD 382445,AHMEDABAD,382445,AHEMDABAD ICD (INSBI6),ICD,DALIAN CHEM IMP & EXP GROUP CO. LTD.,NA,NA,NA,CHINA,46,KGS,3,150,USD,269,"12,387","2,507",NA,NA,House Consumption
3463646,11/25/2022,29336990,CYANURIC CHLORIDE,AABCA2919G,HINDPRAKASH CHEMICALS PRIVATE LIMITED,101 HINDPRAKASH HOUSE PLOT 10-6  VATVA AHMEDABAD 382445,AHMEDABAD,382445,AHEMDABAD ICD (INSBI6),ICD,DALIAN CHEM IMP & EXP GROUP CO. LTD.,NA,NA,NA,CHINA,"17,954",KGS,3,"58,530",USD,269,"4,834,581","978,278",NA,NA,House Consumption
3470155,11/25/2022,29336990,CYANURIC CHLORIDE,0393076873,PRASOL CHEMICALS LIMITED,"PRASOL  HOUSE, PLOT NO.A-17/2/3  TTC INDUSTRIAL AREA, KHAIRNE MIDC,",NAVI MUMBAI,400710,NHAVA SHEVA SEA (INNSA1),SEA,393076873,NA,NA,NA,CHINA,"4,836",KGS,4,"17,168",USD,293,"1,418,060","393,299",NA,NA,House Consumption
3470155,11/25/2022,29336990,CYANURIC CHLORIDE,0393076873,PRASOL CHEMICALS LIMITED,"PRASOL  HOUSE, PLOT NO.A-17/2/3  TTC INDUSTRIAL AREA, KHAIRNE MIDC,",NAVI MUMBAI,400710,NHAVA SHEVA SEA (INNSA1),SEA,393076873,NA,NA,NA,CHINA,"10,164",KGS,4,"36,082",USD,293,"2,980,390","603,082",NA,NA,House Consumption
3462771,11/25/2022,29336910,CYANURIC ACID POWDER,0200000829,SALTS AND CHEMICALS PVT LTD,"P.O.SUGANDHA,,","HOOGHLY,WEST BENGAL",712102,KOLKATA SEA (INCCU1),SEA,"LEVACHEM CO., LIMITED",NA,NA,NA,CHINA,"4,000",KGS,1,"4,400",USD,91,"363,440","73,542",NA,NA,House Consumption
3486858,11/26/2022,29336990,CYANURIC CHLORIDE 99.5% MIN,0308073908,RUMIT LIFE CARE,"406 KALIANDAS UDYOG BHAVAN,,NEAR C  ENTURY BAZAR,PRABHADEVI","MUMBAI,MAHARASHTRA",400025,NHAVA SHEVA SEA (INNSA1),SEA,CIDIC HOLDING CO . LIMITED,NA,NA,NA,CHINA,"15,000",KGS,3,"52,200",USD,287,"4,311,720","1,195,856",NA,NA,House Consumption
3481648,11/26/2022,29336990,CYANURIC CHLORIDE,0888026056,NICHEM INDUSTRIES,"C 1 265 PHASE II,G I D C VATVA","AHMEDABAD,GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,"DALIAN CHEM IMP. & EXP. GROUP CO.,",NA,NA,NA,CHINA,"18,000",KGS,3,"62,100",USD,298,"5,364,000","1,085,405",NA,NA,House Consumption
3485944,11/26/2022,29336910,CYANURIC CHLORIDE,0313041890,ARCHROMA INDIA PRIVATE LIMITED,"9TH FLOOR, BUILDING-D,MBC PARK,GHO  DBUNDER ROAD,KASARVADAVALI,","THANE WEST,MAHARASHTRA",400615,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"15,000",KGS,3,"47,850",USD,263,"3,952,410","1,096,201",NA,NA,House Consumption
3486198,11/26/2022,29336990,CYANURIC CHLORIDE,0898002168,KHYATI CHEMICALS PVT LTD,"201-203, THE ONE42 BUILDING, 2ND FL  OPP. JAYANTILAL PARK BRTS, AMBALI-B",AHMEDABAD,380058,AHEMDABAD ICD (INSBI6),ICD,"HEBEI SHANLI CHEMICAL CO.,LTD.",NA,NA,NA,CHINA,"30,000",KGS,3,"95,700",USD,267,"8,019,660","1,562,631",NA,NA,X-Bond Shipment
